CENSUS_TRACT_GEOID,COUNTY,STATE,tract_fips,poverty_2020,poverty_2022,poverty_change_20_22,income_2020,income_2022,income_change_20_22,unemployment_2020,unemployment_2022,unemployment_change_20_22,education_2020,education_2022,education_change_20_22,housing_burden_2020,housing_burden_2022,housing_burden_change_20_22,no_vehicle_2020,no_vehicle_2022,no_vehicle_change_20_22,food_access_population_2020,food_access_population_2022,food_access_population_change_20_22,uninsured_2020,uninsured_2022,uninsured_change_20_22,disability_2020,disability_2022,disability_change_20_22,broadband_2020,broadband_2022,broadband_change_20_22
6085501901,Santa Clara County,California,6085501901,6.6,7.6,1.0,150577.0,126917,-23660.0,0.3,1.3,1.0,76.1,70.7,-5.4,23.4,24.5,1.1,11.7,10.9,-0.8,47.61,99.54,51.93,2.8,3.4,0.6,11.0,8.8,-2.2,84.5,90.6,6.1
6085501902,Santa Clara County,California,6085501902,1.1,1.5,0.4,118246.0,142981,24735.0,4.2,3.7,-0.5,60.3,62.1,1.8,33.0,19.3,-13.7,8.1,4.6,-3.5,90.55,100.0,9.45,3.9,1.7,-2.2,7.4,4.4,-3.0,95.1,100.0,4.9
6085502001,Santa Clara County,California,6085502001,6.5,6.5,0.0,102198.0,106477,4279.0,4.7,2.6,-2.1,41.8,42.3,0.5,23.1,23.5,0.4,11.1,10.9,-0.2,29.55,32.97,3.42,2.0,1.6,-0.4,10.7,13.5,2.8,85.3,90.5,5.2
6085502002,Santa Clara County,California,6085502002,11.4,8.2,-3.2,84125.0,106813,22688.0,1.2,1.3,0.1,29.7,38.8,9.1,29.7,22.6,-7.1,3.7,6.2,2.5,1.42,2.98,1.56,13.9,15.4,1.5,6.0,8.0,2.0,90.6,94.0,3.4
6085502101,Santa Clara County,California,6085502101,6.3,8.2,1.9,112500.0,129258,16758.0,1.9,1.7,-0.2,55.9,58.8,2.9,17.2,22.2,5.0,4.8,5.1,0.3,81.34,84.78,3.44,4.9,4.9,0.0,7.9,8.9,1.0,91.5,95.8,4.3
6085502104,Santa Clara County,California,6085502104,7.3,5.3,-2.0,99009.0,121875,22866.0,3.3,3.1,-0.2,41.8,42.0,0.2,36.5,29.2,-7.3,0.0,0.5,0.5,46.63,35.32,-11.31,12.5,14.2,1.7,2.8,2.3,-0.5,88.9,94.9,6.0
6085502202,Santa Clara County,California,6085502202,5.0,9.5,4.5,101071.0,104107,3036.0,2.5,2.1,-0.4,61.5,61.6,0.1,27.0,23.9,-3.1,3.9,5.3,1.4,57.45,56.44,-1.01,3.4,3.9,0.5,7.2,7.9,0.7,94.9,91.9,-3.0
6085502203,Santa Clara County,California,6085502203,11.8,8.7,-3.1,117941.0,132125,14184.0,5.4,2.1,-3.3,60.3,51.5,-8.8,33.9,23.2,-10.7,14.8,11.0,-3.8,96.61,84.22,-12.39,1.8,3.7,1.9,12.9,11.0,-1.9,87.3,94.9,7.6
6085502204,Santa Clara County,California,6085502204,19.3,27.9,8.6,63933.0,67552,3619.0,4.9,8.9,4.0,40.4,30.7,-9.7,53.2,51.7,-1.5,7.5,12.0,4.5,3.78,97.03,93.25,6.4,4.4,-2.0,13.6,15.8,2.2,89.7,93.4,3.7
6085502301,Santa Clara County,California,6085502301,2.3,1.5,-0.8,148274.0,166833,18559.0,4.0,4.6,0.6,67.3,71.5,4.2,15.2,17.2,2.0,3.9,3.4,-0.5,38.9,43.72,4.82,0.9,1.4,0.5,4.6,6.1,1.5,95.7,97.5,1.8
6085502302,Santa Clara County,California,6085502302,3.2,2.6,-0.6,104777.0,120821,16044.0,2.9,0.9,-2.0,48.0,49.6,1.6,27.0,19.0,-8.0,3.1,4.1,1.0,5.35,8.32,2.97,4.0,4.4,0.4,8.1,8.3,0.2,97.3,96.2,-1.1
6085502400,Santa Clara County,California,6085502400,3.5,5.4,1.9,132398.0,200324,67926.0,3.6,2.2,-1.4,66.8,69.1,2.3,18.8,17.4,-1.4,3.2,4.0,0.8,23.13,23.38,0.25,2.9,2.9,0.0,8.3,6.8,-1.5,94.5,96.2,1.7
6085502500,Santa Clara County,California,6085502500,4.1,4.4,0.3,181563.0,212722,31159.0,4.9,4.3,-0.6,62.0,65.3,3.3,16.2,9.9,-6.3,3.9,1.7,-2.2,91.87,94.31,2.44,3.5,3.0,-0.5,5.3,5.6,0.3,97.3,98.4,1.1
6085502601,Santa Clara County,California,6085502601,1.2,2.8,1.6,122405.0,148417,26012.0,8.0,6.6,-1.4,59.2,63.2,4.0,21.4,15.9,-5.5,15.7,14.7,-1.0,30.7,18.91,-11.79,4.5,5.6,1.1,15.9,14.4,-1.5,84.1,90.4,6.3
6085502604,Santa Clara County,California,6085502604,8.6,4.0,-4.6,96917.0,110395,13478.0,1.8,2.7,0.9,54.4,55.0,0.6,28.5,21.7,-6.8,5.4,2.9,-2.5,0.68,5.39,4.71,2.7,1.6,-1.1,6.0,8.8,2.8,87.9,97.4,9.5
6085502701,Santa Clara County,California,6085502701,6.6,6.3,-0.3,120667.0,136691,16024.0,4.2,5.2,1.0,55.5,54.5,-1.0,31.4,27.6,-3.8,2.8,3.6,0.8,13.78,12.14,-1.64,3.0,3.2,0.2,5.2,6.2,1.0,92.9,92.0,-0.9
6085502703,Santa Clara County,California,6085502703,0.5,2.5,2.0,136964.0,139702,2738.0,3.2,5.9,2.7,63.3,64.2,0.9,7.9,11.2,3.3,0.0,1.2,1.2,47.85,13.56,-34.29,0.6,2.8,2.2,6.0,9.1,3.1,96.6,98.7,2.1
6085502704,Santa Clara County,California,6085502704,1.9,3.2,1.3,175603.0,199167,23564.0,1.8,2.4,0.6,64.1,69.9,5.8,9.7,13.6,3.9,8.2,8.3,0.1,33.56,87.2,53.64,1.4,0.0,-1.4,5.7,6.1,0.4,89.3,90.6,1.3
6085502800,Santa Clara County,California,6085502800,6.5,11.1,4.6,155385.0,181528,26143.0,1.2,2.5,1.3,48.1,48.6,0.5,13.7,16.4,2.7,3.1,1.9,-1.2,40.51,34.78,-5.73,5.6,2.2,-3.4,6.1,5.6,-0.5,94.7,92.4,-2.3
6085502901,Santa Clara County,California,6085502901,8.0,7.4,-0.6,134464.0,151010,16546.0,4.7,7.0,2.3,55.6,53.6,-2.0,23.5,20.9,-2.6,5.7,5.3,-0.4,14.61,18.01,3.4,1.5,0.4,-1.1,4.8,5.7,0.9,94.6,96.4,1.8
6085502902,Santa Clara County,California,6085502902,3.4,3.1,-0.3,155000.0,178375,23375.0,3.5,3.4,-0.1,59.8,63.5,3.7,11.8,8.8,-3.0,1.7,4.2,2.5,38.46,34.89,-3.57,2.6,2.7,0.1,8.3,8.0,-0.3,97.0,96.2,-0.8
6085502903,Santa Clara County,California,6085502903,3.5,2.0,-1.5,184615.0,219107,34492.0,4.0,6.2,2.2,67.4,68.2,0.8,13.1,8.3,-4.8,1.2,1.3,0.1,43.37,38.49,-4.88,2.6,4.2,1.6,10.4,9.0,-1.4,89.6,93.2,3.6
6085502906,Santa Clara County,California,6085502906,7.8,7.1,-0.7,110236.0,122356,12120.0,4.1,2.3,-1.8,47.2,52.4,5.2,21.9,15.9,-6.0,3.6,1.5,-2.1,26.8,26.09,-0.71,4.5,6.0,1.5,8.1,7.4,-0.7,92.0,93.5,1.5
6085502907,Santa Clara County,California,6085502907,6.4,7.8,1.4,150250.0,170270,20020.0,5.5,6.9,1.4,64.0,61.0,-3.0,13.0,9.2,-3.8,1.5,0.4,-1.1,42.05,35.33,-6.72,2.4,2.3,-0.1,11.0,8.8,-2.2,94.7,96.1,1.4
6085502908,Santa Clara County,California,6085502908,4.9,5.5,0.6,126917.0,129412,2495.0,3.3,3.0,-0.3,41.6,53.8,12.2,25.6,26.4,0.8,3.5,2.7,-0.8,12.37,9.57,-2.8,3.6,6.8,3.2,7.1,7.5,0.4,91.0,94.5,3.5
6085502910,Santa Clara County,California,6085502910,5.3,5.6,0.3,97266.0,123994,26728.0,2.9,3.1,0.2,46.6,44.7,-1.9,22.2,13.5,-8.7,1.9,3.2,1.3,53.8,27.44,-26.36,3.5,3.7,0.2,11.2,12.0,0.8,92.7,92.4,-0.3
6085503001,Santa Clara County,California,6085503001,3.0,3.8,0.8,152500.0,144254,-8246.0,1.0,1.0,0.0,56.5,59.3,2.8,11.2,11.8,0.6,1.0,0.5,-0.5,81.58,82.72,1.14,0.6,0.8,0.2,8.8,8.5,-0.3,98.0,98.0,0.0
6085503002,Santa Clara County,California,6085503002,2.2,2.9,0.7,133500.0,127028,-6472.0,2.8,2.1,-0.7,48.3,52.0,3.7,13.5,15.8,2.3,4.3,7.8,3.5,30.7,34.94,4.24,0.9,0.7,-0.2,10.6,10.4,-0.2,88.7,92.5,3.8
6085503105,Santa Clara County,California,6085503105,15.7,16.0,0.3,47411.0,58162,10751.0,6.0,2.6,-3.4,20.5,21.5,1.0,50.1,49.5,-0.6,19.4,16.5,-2.9,39.84,38.48,-1.36,6.5,5.1,-1.4,17.9,17.3,-0.6,73.3,78.9,5.6
6085503110,Santa Clara County,California,6085503110,16.5,13.3,-3.2,58438.0,82750,24312.0,7.6,7.4,-0.2,11.0,15.4,4.4,42.1,31.0,-11.1,4.3,4.5,0.2,2.2,6.43,4.23,13.7,16.2,2.5,9.8,8.3,-1.5,84.3,95.6,11.3
6085503111,Santa Clara County,California,6085503111,6.2,5.2,-1.0,107308.0,118864,11556.0,5.4,4.7,-0.7,17.7,23.4,5.7,9.1,13.6,4.5,0.4,1.7,1.3,94.47,92.58,-1.89,7.8,3.6,-4.2,9.9,10.6,0.7,96.1,98.0,1.9
6085503112,Santa Clara County,California,6085503112,15.4,16.3,0.9,49274.0,72064,22790.0,9.3,11.9,2.6,28.1,26.6,-1.5,48.8,37.5,-11.3,18.5,16.0,-2.5,19.68,80.86,61.18,7.9,6.9,-1.0,9.1,9.3,0.2,81.9,91.7,9.8
6085503113,Santa Clara County,California,6085503113,17.3,10.1,-7.2,80476.0,90188,9712.0,5.5,5.1,-0.4,16.2,21.1,4.9,39.8,37.0,-2.8,15.9,13.6,-2.3,3.38,0.38,-3.0,10.6,10.4,-0.2,8.6,7.8,-0.8,88.4,91.6,3.2
6085503116,Santa Clara County,California,6085503116,9.4,8.6,-0.8,110301.0,103972,-6329.0,5.5,6.4,0.9,33.3,35.4,2.1,21.2,27.4,6.2,3.6,6.6,3.0,19.72,11.25,-8.47,5.5,5.4,-0.1,11.6,14.1,2.5,92.4,95.0,2.6
6085503117,Santa Clara County,California,6085503117,9.8,10.5,0.7,74643.0,89583,14940.0,6.5,11.3,4.8,14.5,17.4,2.9,41.9,37.0,-4.9,12.1,8.8,-3.3,18.31,7.1,-11.21,7.7,5.3,-2.4,13.8,12.1,-1.7,85.6,90.0,4.4
6085503118,Santa Clara County,California,6085503118,6.9,5.8,-1.1,91198.0,92656,1458.0,3.0,7.8,4.8,30.5,26.7,-3.8,32.7,36.1,3.4,2.1,2.1,0.0,100.0,100.0,0.0,6.7,11.4,4.7,4.9,8.2,3.3,93.5,96.8,3.3
6085503121,Santa Clara County,California,6085503121,17.6,16.6,-1.0,53883.0,74063,20180.0,9.8,6.4,-3.4,22.0,20.2,-1.8,51.6,37.8,-13.8,9.3,8.9,-0.4,51.99,46.78,-5.21,7.7,7.3,-0.4,13.0,15.6,2.6,89.2,86.2,-3.0
6085503123,Santa Clara County,California,6085503123,17.3,12.3,-5.0,47417.0,57772,10355.0,6.2,2.9,-3.3,20.1,19.6,-0.5,57.9,53.7,-4.2,16.4,15.9,-0.5,97.48,99.16,1.68,6.2,7.6,1.4,17.7,17.9,0.2,89.3,88.7,-0.6
6085503124,Santa Clara County,California,6085503124,13.3,15.2,1.9,84117.0,100742,16625.0,11.4,4.0,-7.4,34.1,29.4,-4.7,31.1,32.7,1.6,6.4,1.2,-5.2,99.93,83.21,-16.72,2.8,4.6,1.8,6.5,7.8,1.3,89.9,93.5,3.6
6085503126,Santa Clara County,California,6085503126,5.1,8.5,3.4,120000.0,136865,16865.0,0.0,1.8,1.8,39.5,45.0,5.5,25.2,17.8,-7.4,1.7,2.7,1.0,92.84,78.99,-13.85,7.2,5.4,-1.8,4.5,6.6,2.1,97.4,97.1,-0.3
6085503127,Santa Clara County,California,6085503127,4.0,4.1,0.1,115388.0,159375,43987.0,1.2,0.8,-0.4,50.9,59.9,9.0,22.1,18.9,-3.2,3.2,4.1,0.9,29.25,44.35,15.1,3.5,3.5,0.0,9.1,7.1,-2.0,93.9,96.7,2.8
6085503207,Santa Clara County,California,6085503207,10.8,11.1,0.3,105417.0,131250,25833.0,7.4,10.5,3.1,31.0,33.3,2.3,23.4,26.8,3.4,3.1,3.3,0.2,42.94,40.52,-2.42,2.8,1.8,-1.0,11.9,15.3,3.4,93.6,94.9,1.3
6085503210,Santa Clara County,California,6085503210,4.7,2.7,-2.0,101354.0,113113,11759.0,1.9,1.5,-0.4,22.2,19.5,-2.7,22.9,18.9,-4.0,8.3,7.9,-0.4,0.87,10.33,9.46,7.1,7.2,0.1,8.3,8.9,0.6,91.9,94.6,2.7
6085503213,Santa Clara County,California,6085503213,16.5,10.7,-5.8,66250.0,73790,7540.0,5.2,3.8,-1.4,20.4,19.5,-0.9,36.7,41.7,5.0,4.4,7.1,2.7,23.2,22.92,-0.28,9.3,8.0,-1.3,13.7,15.2,1.5,89.5,97.1,7.6
6085503220,Santa Clara County,California,6085503220,2.2,2.9,0.7,70561.0,91650,21089.0,2.8,6.8,4.0,18.3,22.4,4.1,43.1,36.7,-6.4,0.9,3.4,2.5,28.34,71.24,42.9,12.1,11.6,-0.5,17.0,10.9,-6.1,93.0,95.6,2.6
6085503221,Santa Clara County,California,6085503221,16.9,18.0,1.1,42660.0,57396,14736.0,8.5,5.6,-2.9,12.3,14.5,2.2,49.8,42.4,-7.4,6.4,21.8,15.4,82.43,32.56,-49.87,4.2,3.5,-0.7,12.1,11.0,-1.1,80.1,82.7,2.6
6085503222,Santa Clara County,California,6085503222,10.5,5.1,-5.4,64190.0,95912,31722.0,6.3,6.6,0.3,5.2,14.1,8.9,35.6,22.4,-13.2,13.0,14.7,1.7,99.09,46.3,-52.79,18.3,20.6,2.3,8.7,8.3,-0.4,91.3,93.1,1.8
6085503305,Santa Clara County,California,6085503305,12.7,16.5,3.8,79483.0,86629,7146.0,4.2,8.8,4.6,23.3,23.6,0.3,30.8,28.5,-2.3,13.0,17.4,4.4,0.0,86.3,86.3,6.2,7.3,1.1,12.3,13.9,1.6,87.8,91.8,4.0
6085503306,Santa Clara County,California,6085503306,6.8,6.9,0.1,97419.0,118214,20795.0,7.5,9.0,1.5,9.8,12.3,2.5,22.2,18.6,-3.6,7.7,8.3,0.6,0.0,11.44,11.44,3.9,2.0,-1.9,9.9,9.2,-0.7,91.2,97.4,6.2
6085503312,Santa Clara County,California,6085503312,3.2,2.4,-0.8,140425.0,175927,35502.0,3.7,6.3,2.6,38.3,38.2,-0.1,11.0,12.1,1.1,0.4,2.8,2.4,97.2,97.33,0.13,4.3,1.5,-2.8,9.8,9.1,-0.7,95.5,96.7,1.2
6085503313,Santa Clara County,California,6085503313,3.9,15.1,11.2,178500.0,197159,18659.0,5.9,6.3,0.4,57.5,55.6,-1.9,8.4,7.0,-1.4,0.8,1.8,1.0,94.59,100.0,5.41,0.3,0.6,0.3,4.8,5.2,0.4,99.4,100.0,0.6
6085503315,Santa Clara County,California,6085503315,5.6,4.3,-1.3,135313.0,150192,14879.0,7.9,5.2,-2.7,31.5,31.6,0.1,18.3,15.6,-2.7,5.7,5.6,-0.1,85.2,65.34,-19.86,5.2,4.9,-0.3,8.3,10.7,2.4,95.7,95.5,-0.2
6085503321,Santa Clara County,California,6085503321,3.9,4.2,0.3,140924.0,159375,18451.0,6.6,1.9,-4.7,38.1,31.2,-6.9,12.4,8.8,-3.6,10.9,9.5,-1.4,5.65,7.75,2.1,3.1,4.3,1.2,10.9,15.3,4.4,98.6,98.6,0.0
6085503322,Santa Clara County,California,6085503322,9.1,9.6,0.5,112763.0,108973,-3790.0,4.5,6.4,1.9,25.6,27.6,2.0,22.1,23.7,1.6,3.5,3.2,-0.3,96.55,100.0,3.45,5.5,4.7,-0.8,10.1,11.6,1.5,95.7,97.0,1.3
6085503324,Santa Clara County,California,6085503324,7.1,8.1,1.0,145114.0,158404,13290.0,3.3,3.8,0.5,47.4,45.3,-2.1,17.5,16.5,-1.0,0.0,1.1,1.1,49.37,45.3,-4.07,1.3,4.2,2.9,10.4,9.4,-1.0,97.9,97.5,-0.4
6085503325,Santa Clara County,California,6085503325,6.7,7.1,0.4,155469.0,172955,17486.0,3.2,5.9,2.7,42.5,40.1,-2.4,12.9,10.8,-2.1,0.8,1.0,0.2,34.28,30.29,-3.99,3.8,5.2,1.4,10.4,10.8,0.4,95.8,99.4,3.6
6085503326,Santa Clara County,California,6085503326,2.3,2.3,0.0,176471.0,189612,13141.0,3.6,7.5,3.9,59.2,59.7,0.5,10.5,10.1,-0.4,0.9,0.8,-0.1,51.07,57.9,6.83,8.7,6.9,-1.8,10.0,8.1,-1.9,96.7,97.1,0.4
6085503327,Santa Clara County,California,6085503327,6.8,6.7,-0.1,114596.0,144688,30092.0,2.4,3.6,1.2,37.5,45.6,8.1,23.4,20.6,-2.8,9.5,16.9,7.4,29.76,36.25,6.49,5.5,5.0,-0.5,15.2,18.5,3.3,88.2,83.0,-5.2
6085503329,Santa Clara County,California,6085503329,2.7,2.7,0.0,204073.0,232098,28025.0,4.2,2.8,-1.4,65.6,72.7,7.1,3.1,5.3,2.2,1.7,3.3,1.6,3.74,3.51,-0.23,1.1,0.8,-0.3,5.1,5.5,0.4,98.4,99.8,1.4
6085503331,Santa Clara County,California,6085503331,2.5,3.5,1.0,106115.0,119663,13548.0,0.8,2.3,1.5,57.0,54.6,-2.4,26.8,28.0,1.2,5.3,6.5,1.2,100.0,100.0,0.0,4.3,1.1,-3.2,16.5,21.8,5.3,91.7,93.5,1.8
6085503333,Santa Clara County,California,6085503333,3.7,5.8,2.1,154200.0,176354,22154.0,5.1,7.3,2.2,52.5,55.6,3.1,16.3,16.3,0.0,1.2,0.4,-0.8,95.48,97.02,1.54,7.1,8.0,0.9,10.0,8.7,-1.3,98.5,100.0,1.5
6085503336,Santa Clara County,California,6085503336,9.9,9.3,-0.6,118036.0,144000,25964.0,3.8,4.6,0.8,26.2,35.0,8.8,24.5,21.0,-3.5,4.0,8.2,4.2,0.18,0.0,-0.18,2.4,1.8,-0.6,11.0,11.5,0.5,94.5,95.4,0.9
6085503337,Santa Clara County,California,6085503337,10.4,7.9,-2.5,100977.0,130568,29591.0,3.8,6.6,2.8,34.2,34.0,-0.2,20.7,19.7,-1.0,0.0,1.9,1.9,22.86,26.22,3.36,4.6,3.0,-1.6,11.3,10.2,-1.1,97.3,97.9,0.6
6085503338,Santa Clara County,California,6085503338,2.1,0.4,-1.7,250001.0,250001,0.0,7.6,5.6,-2.0,73.2,74.4,1.2,4.9,4.7,-0.2,0.0,1.5,1.5,1.91,78.37,76.46,0.4,0.0,-0.4,3.9,5.6,1.7,98.5,96.5,-2.0
6085503339,Santa Clara County,California,6085503339,5.0,1.0,-4.0,245781.0,250001,4220.0,7.1,2.8,-4.3,79.1,73.5,-5.6,3.3,5.6,2.3,2.4,1.1,-1.3,6.74,48.8,42.06,2.5,0.3,-2.2,2.2,4.5,2.3,99.4,100.0,0.6
6085503401,Santa Clara County,California,6085503401,9.4,11.2,1.8,79591.0,89321,9730.0,7.6,7.8,0.2,6.9,9.5,2.6,24.8,20.4,-4.4,2.8,3.0,0.2,23.44,19.3,-4.14,6.9,10.6,3.7,6.2,8.8,2.6,91.3,93.7,2.4
6085503402,Santa Clara County,California,6085503402,13.6,22.0,8.4,63690.0,66538,2848.0,8.4,12.9,4.5,9.7,11.4,1.7,40.9,40.9,0.0,11.5,12.3,0.8,27.94,31.65,3.71,7.3,8.3,1.0,9.3,15.1,5.8,87.1,88.7,1.6
6085503504,Santa Clara County,California,6085503504,12.5,10.2,-2.3,107143.0,146016,38873.0,2.1,3.5,1.4,17.1,19.4,2.3,19.1,12.1,-7.0,3.6,4.0,0.4,19.4,31.05,11.65,5.1,6.6,1.5,7.0,7.3,0.3,94.0,90.4,-3.6
6085503506,Santa Clara County,California,6085503506,16.3,6.8,-9.5,95967.0,102350,6383.0,10.1,8.3,-1.8,12.9,11.5,-1.4,28.7,13.6,-15.1,3.0,2.8,-0.2,65.17,63.59,-1.58,6.1,5.1,-1.0,8.3,9.7,1.4,91.6,91.4,-0.2
6085503507,Santa Clara County,California,6085503507,9.8,8.0,-1.8,116806.0,135329,18523.0,5.5,6.9,1.4,7.8,10.5,2.7,18.2,15.1,-3.1,2.5,3.5,1.0,8.96,8.75,-0.21,11.9,9.0,-2.9,12.2,11.2,-1.0,81.5,85.4,3.9
6085503508,Santa Clara County,California,6085503508,10.9,8.1,-2.8,97411.0,123168,25757.0,5.4,7.3,1.9,13.8,14.6,0.8,28.1,15.9,-12.2,2.8,2.9,0.1,44.06,47.26,3.2,6.3,7.5,1.2,9.6,15.4,5.8,94.1,94.8,0.7
6085503511,Santa Clara County,California,6085503511,11.4,10.8,-0.6,95556.0,114167,18611.0,8.1,7.4,-0.7,19.5,20.1,0.6,28.7,25.4,-3.3,7.0,6.8,-0.2,92.87,100.0,7.13,4.9,5.6,0.7,11.1,11.7,0.6,95.9,97.7,1.8
6085503601,Santa Clara County,California,6085503601,10.6,13.1,2.5,72206.0,90750,18544.0,3.4,4.7,1.3,20.1,19.4,-0.7,25.9,22.3,-3.6,9.3,8.5,-0.8,2.87,0.0,-2.87,9.7,12.3,2.6,11.8,9.2,-2.6,85.0,90.8,5.8
6085503602,Santa Clara County,California,6085503602,18.3,9.6,-8.7,72336.0,88235,15899.0,10.1,8.1,-2.0,17.6,16.8,-0.8,33.6,28.4,-5.2,11.3,10.9,-0.4,77.07,75.74,-1.33,7.6,9.4,1.8,8.5,8.3,-0.2,85.5,83.8,-1.7
6085503703,Santa Clara County,California,6085503703,9.8,9.1,-0.7,67431.0,78750,11319.0,2.9,1.1,-1.8,12.7,11.6,-1.1,45.1,43.3,-1.8,4.5,1.4,-3.1,9.17,12.31,3.14,7.8,11.4,3.6,8.3,7.5,-0.8,86.1,89.5,3.4
6085503707,Santa Clara County,California,6085503707,9.5,6.3,-3.2,92737.0,100375,7638.0,3.8,4.7,0.9,19.4,23.1,3.7,31.2,34.6,3.4,4.8,4.7,-0.1,38.24,35.33,-2.91,5.8,5.2,-0.6,9.4,13.2,3.8,94.8,96.8,2.0
6085503708,Santa Clara County,California,6085503708,14.1,10.9,-3.2,103173.0,108281,5108.0,7.1,7.6,0.5,27.2,32.3,5.1,31.0,32.1,1.1,4.9,8.1,3.2,21.42,24.01,2.59,7.6,4.2,-3.4,13.9,13.3,-0.6,89.3,92.0,2.7
6085503709,Santa Clara County,California,6085503709,35.8,26.9,-8.9,36780.0,59926,23146.0,9.5,9.9,0.4,31.3,36.0,4.7,44.8,40.3,-4.5,20.0,16.0,-4.0,57.24,52.59,-4.65,5.3,5.0,-0.3,15.7,20.0,4.3,79.5,88.3,8.8
6085503710,Santa Clara County,California,6085503710,13.7,9.6,-4.1,48270.0,56582,8312.0,7.2,4.5,-2.7,18.9,24.1,5.2,37.0,23.2,-13.8,22.9,23.7,0.8,82.49,84.8,2.31,5.3,6.2,0.9,10.3,18.3,8.0,86.9,92.4,5.5
6085503711,Santa Clara County,California,6085503711,10.4,15.5,5.1,95417.0,96650,1233.0,2.0,5.7,3.7,13.7,15.1,1.4,27.2,29.1,1.9,1.7,1.4,-0.3,24.03,25.72,1.69,8.5,7.1,-1.4,7.7,4.5,-3.2,92.6,95.2,2.6
6085503712,Santa Clara County,California,6085503712,21.8,22.1,0.3,61860.0,70285,8425.0,5.0,4.3,-0.7,22.5,24.1,1.6,46.5,46.1,-0.4,15.7,12.1,-3.6,34.24,37.03,2.79,8.6,4.8,-3.8,11.4,10.4,-1.0,83.4,88.5,5.1
6085503713,Santa Clara County,California,6085503713,16.8,18.2,1.4,57424.0,64753,7329.0,1.7,2.7,1.0,14.7,17.3,2.6,47.6,37.3,-10.3,13.4,12.3,-1.1,72.81,0.0,-72.81,8.9,8.7,-0.2,10.6,12.9,2.3,77.5,78.8,1.3
6085503802,Santa Clara County,California,6085503802,2.4,4.6,2.2,104293.0,124659,20366.0,4.5,2.9,-1.6,23.0,27.6,4.6,21.8,18.4,-3.4,3.1,3.6,0.5,38.56,35.76,-2.8,5.4,3.0,-2.4,9.7,8.7,-1.0,93.9,96.2,2.3
6085503803,Santa Clara County,California,6085503803,3.5,4.9,1.4,112768.0,162500,49732.0,13.0,12.1,-0.9,30.8,39.3,8.5,34.1,16.3,-17.8,3.4,3.5,0.1,71.06,69.68,-1.38,5.8,7.7,1.9,7.6,9.4,1.8,94.5,95.1,0.6
6085503902,Santa Clara County,California,6085503902,11.9,13.3,1.4,91083.0,94883,3800.0,1.6,3.4,1.8,21.0,15.2,-5.8,24.4,28.5,4.1,1.9,0.7,-1.2,24.13,18.43,-5.7,3.7,6.0,2.3,6.2,8.2,2.0,88.0,87.7,-0.3
6085503903,Santa Clara County,California,6085503903,6.2,10.3,4.1,105026.0,119548,14522.0,5.3,8.0,2.7,22.1,28.4,6.3,27.6,24.9,-2.7,3.3,2.7,-0.6,94.87,52.13,-42.74,5.3,3.8,-1.5,9.0,8.9,-0.1,89.8,92.7,2.9
6085504002,Santa Clara County,California,6085504002,6.7,9.6,2.9,82965.0,90153,7188.0,6.0,3.5,-2.5,16.5,17.7,1.2,33.5,34.5,1.0,4.6,2.9,-1.7,8.45,17.28,8.83,10.0,8.6,-1.4,10.2,12.7,2.5,95.7,97.3,1.6
6085504101,Santa Clara County,California,6085504101,13.2,8.1,-5.1,103542.0,107250,3708.0,8.6,7.6,-1.0,24.2,22.3,-1.9,31.9,30.7,-1.2,1.1,1.2,0.1,89.31,83.57,-5.74,8.5,10.3,1.8,9.5,10.1,0.6,88.4,88.5,0.1
6085504102,Santa Clara County,California,6085504102,11.8,14.3,2.5,86875.0,104489,17614.0,5.2,8.2,3.0,19.3,17.7,-1.6,28.8,27.2,-1.6,5.2,5.9,0.7,43.38,41.26,-2.12,6.4,7.3,0.9,9.4,10.9,1.5,88.0,88.8,0.8
6085504307,Santa Clara County,California,6085504307,5.2,6.6,1.4,120000.0,144604,24604.0,9.7,7.4,-2.3,50.5,51.4,0.9,16.9,12.0,-4.9,4.4,5.9,1.5,23.4,31.12,7.72,8.7,8.0,-0.7,8.7,9.8,1.1,93.6,93.7,0.1
6085504308,Santa Clara County,California,6085504308,10.2,10.7,0.5,144107.0,179875,35768.0,6.7,8.5,1.8,51.0,55.6,4.6,22.6,18.6,-4.0,6.3,3.4,-2.9,100.0,100.0,0.0,1.9,1.5,-0.4,15.3,10.5,-4.8,87.9,91.9,4.0
6085504311,Santa Clara County,California,6085504311,9.4,9.6,0.2,169659.0,167277,-2382.0,3.8,6.4,2.6,74.1,70.0,-4.1,12.4,10.0,-2.4,4.4,2.0,-2.4,64.57,57.57,-7.0,3.4,3.1,-0.3,3.5,4.5,1.0,95.7,98.4,2.7
6085504315,Santa Clara County,California,6085504315,5.5,6.4,0.9,138352.0,166042,27690.0,4.2,3.4,-0.8,51.8,54.7,2.9,10.2,7.4,-2.8,0.5,0.0,-0.5,91.78,85.62,-6.16,1.6,1.7,0.1,7.5,6.6,-0.9,94.1,97.4,3.3
6085504316,Santa Clara County,California,6085504316,4.6,3.2,-1.4,139107.0,174706,35599.0,4.4,4.3,-0.1,45.2,49.3,4.1,16.7,13.8,-2.9,4.2,1.5,-2.7,78.64,73.31,-5.33,4.4,3.2,-1.2,6.5,9.3,2.8,97.1,95.5,-1.6
