state_abbreviation,state_county_fips,county_name,tract_fips,tract_id,social_vulnerability_index,poverty_rate,median_household_income,uninsured_rate,housing_cost_burden,no_vehicle_rate,low_access_households_no_vehicle,low_access_population_rate,disability_rate,unemployment_rate,no_internet_access_rate,limited_english_rate
CA,6075,San Francisco County,6075016700,6075016700,0.0617,3.6,232895.0,1.0,5.7,41.2,3.71,20.84,7.0,3.3,1.6,0.2
CA,6075,San Francisco County,6075016801,6075016801,0.1445,6.7,182344.0,2.2,20.6,45.4,4.83,52.97,7.9,2.7,4.3,3.5
CA,6075,San Francisco County,6075016802,6075016802,0.2425,12.1,141518.0,3.0,24.5,46.1,1.88,41.69,11.0,1.2,3.3,1.4
CA,6075,San Francisco County,6075016900,6075016900,0.1954,11.5,150139.0,2.2,30.8,46.3,0.0,98.76,9.1,12.0,4.3,0.5
CA,6075,San Francisco County,6075017000,6075017000,0.0086,3.5,250001.0,0.0,13.8,14.0,2.47,40.73,4.3,2.2,0.5,0.4
CA,6075,San Francisco County,6075017101,6075017101,0.1046,5.4,199676.0,0.8,10.7,21.9,0.24,100.0,8.4,2.2,3.7,0.4
CA,6075,San Francisco County,6075017102,6075017102,0.0788,8.3,171205.0,1.2,12.7,27.9,8.45,7.48,3.7,2.5,1.8,1.5
CA,6075,San Francisco County,6075017602,6075017602,0.6421,19.8,69671.0,12.7,24.3,63.8,4.33,98.8,16.7,2.4,24.2,9.5
CA,6075,San Francisco County,6075017603,6075017603,0.6684,17.0,90590.0,3.4,30.3,67.1,0.77,90.32,12.9,6.1,3.8,17.5
CA,6075,San Francisco County,6075017604,6075017604,0.5822,15.8,100036.0,3.9,24.9,68.8,0.0,99.98,13.0,12.5,4.1,5.7
CA,6075,San Francisco County,6075017700,6075017700,0.4166,6.9,156806.0,5.7,27.9,30.8,4.19,41.55,6.5,1.1,2.0,8.0
CA,6075,San Francisco County,6075017801,6075017801,0.7534,23.8,25625.0,0.2,33.2,64.3,0.0,96.16,29.8,9.9,34.0,38.1
CA,6075,San Francisco County,6075017803,6075017803,0.4993,21.1,87132.0,1.4,35.6,56.6,0.81,100.0,12.6,3.9,21.6,10.2
CA,6075,San Francisco County,6075017804,6075017804,0.4929,20.4,124674.0,2.8,29.1,46.1,6.87,99.63,10.0,3.4,12.9,8.4
CA,6075,San Francisco County,6075017903,6075017903,0.8208,40.1,96000.0,13.6,30.4,15.0,6.65,99.15,19.4,12.7,6.2,7.3
CA,6075,San Francisco County,6075018000,6075018000,0.4955,20.3,183507.0,3.1,17.9,38.7,3.32,1.62,12.6,5.6,3.7,2.9
CA,6075,San Francisco County,6075020101,6075020101,0.5767,14.6,135223.0,3.9,16.0,47.6,3.97,98.55,14.3,4.4,8.7,11.7
CA,6075,San Francisco County,6075020102,6075020102,0.8123,20.0,116076.0,9.0,20.2,57.8,2.14,100.0,24.7,17.8,20.5,14.9
CA,6075,San Francisco County,6075020201,6075020201,0.516,12.6,116103.0,3.5,15.6,48.8,0.0,74.61,11.8,9.3,13.1,6.4
CA,6075,San Francisco County,6075020202,6075020202,0.34,20.1,164327.0,1.6,25.8,45.7,1.5,86.77,7.7,0.4,1.4,6.1
CA,6075,San Francisco County,6075020300,6075020300,0.1374,5.0,172151.0,3.4,16.3,37.8,1.77,0.0,9.9,2.7,3.6,1.2
CA,6075,San Francisco County,6075020401,6075020401,0.0409,5.3,157237.0,4.8,20.7,18.6,4.91,34.14,6.7,2.0,1.8,0.0
CA,6075,San Francisco County,6075020402,6075020402,0.1373,8.3,152138.0,1.1,12.6,13.6,0.0,57.85,11.0,4.7,4.7,0.0
CA,6075,San Francisco County,6075020500,6075020500,0.0908,3.3,250001.0,0.7,19.6,27.4,0.06,23.3,7.4,5.8,1.8,0.0
CA,6075,San Francisco County,6075020601,6075020601,0.2049,6.0,149781.0,1.0,25.9,37.2,3.36,82.34,18.2,3.6,9.2,4.4
CA,6075,San Francisco County,6075020602,6075020602,0.1133,6.6,196417.0,6.1,13.0,27.9,0.52,75.38,10.3,2.4,0.7,1.3
CA,6075,San Francisco County,6075020701,6075020701,0.2523,9.1,246500.0,2.7,11.8,26.2,7.13,38.03,7.5,10.5,4.7,3.5
CA,6075,San Francisco County,6075020702,6075020702,0.2705,16.5,144048.0,0.9,22.6,49.7,0.0,88.81,10.6,0.8,17.1,11.4
CA,6075,San Francisco County,6075020801,6075020801,0.5184,10.3,101696.0,2.8,22.4,39.0,6.52,55.39,11.6,3.5,12.4,14.3
CA,6075,San Francisco County,6075020802,6075020802,0.4777,7.4,119030.0,6.3,23.1,45.9,2.71,97.18,10.9,8.0,2.1,9.7
CA,6075,San Francisco County,6075020900,6075020900,0.6945,15.3,117813.0,4.6,22.9,38.9,3.96,82.04,18.2,5.5,7.2,16.2
CA,6075,San Francisco County,6075021000,6075021000,0.3144,9.9,151118.0,3.4,21.8,30.7,1.79,4.87,9.5,4.3,2.3,3.1
CA,6075,San Francisco County,6075021100,6075021100,0.0338,4.0,228125.0,2.5,13.8,20.1,2.86,36.35,4.1,2.8,5.1,0.0
CA,6075,San Francisco County,6075021200,6075021200,0.1298,1.3,191156.0,3.4,12.6,16.9,7.63,6.34,12.2,5.7,2.1,0.5
CA,6075,San Francisco County,6075021300,6075021300,0.0213,2.9,183417.0,4.3,8.8,10.6,0.0,24.21,4.8,2.7,0.7,1.1
CA,6075,San Francisco County,6075021400,6075021400,0.0507,6.5,217353.0,0.4,16.5,22.6,0.0,8.6,5.9,3.5,1.0,2.1
CA,6075,San Francisco County,6075021500,6075021500,0.0483,4.4,200938.0,2.9,12.1,8.1,5.77,30.79,3.8,0.6,0.0,1.3
CA,6075,San Francisco County,6075021600,6075021600,0.055,2.7,218988.0,1.5,6.9,14.9,11.32,13.21,8.0,0.5,0.8,2.6
CA,6075,San Francisco County,6075021700,6075021700,0.2708,6.3,141250.0,2.7,23.0,4.6,0.0,0.94,8.3,5.8,6.6,3.6
CA,6075,San Francisco County,6075021800,6075021800,0.0319,3.1,232500.0,1.9,5.1,9.6,1.66,35.69,5.7,1.6,3.3,0.4
CA,6075,San Francisco County,6075022600,6075022600,0.0893,1.2,239625.0,1.0,7.0,29.2,5.08,15.05,2.9,1.0,0.8,0.7
CA,6075,San Francisco County,6075022702,6075022702,0.1535,9.4,240922.0,2.1,22.0,16.1,1.55,27.59,5.6,3.2,1.7,0.0
CA,6075,San Francisco County,6075022704,6075022704,0.0229,6.5,250001.0,1.8,12.0,7.0,3.04,30.32,5.4,3.2,6.1,0.6
CA,6075,San Francisco County,6075022801,6075022801,0.532,11.3,164539.0,3.2,15.3,14.5,2.37,54.48,10.9,7.7,9.0,7.9
CA,6075,San Francisco County,6075022802,6075022802,0.5741,14.6,131042.0,3.3,20.2,30.6,4.03,32.36,13.4,4.4,5.2,11.6
CA,6075,San Francisco County,6075022803,6075022803,0.5022,14.9,153750.0,6.2,12.6,24.3,0.0,7.94,8.2,5.0,7.9,9.9
CA,6075,San Francisco County,6075022901,6075022901,0.706,13.5,96964.0,14.1,24.0,28.9,0.0,1.97,10.4,2.0,6.8,21.7
CA,6075,San Francisco County,6075022902,6075022902,0.5116,10.7,190875.0,4.5,10.2,27.3,1.33,20.73,13.6,6.9,6.0,12.0
CA,6075,San Francisco County,6075022903,6075022903,0.1023,4.8,209659.0,2.0,16.4,21.8,0.0,86.18,6.9,7.0,6.5,4.6
CA,6075,San Francisco County,6075023001,6075023001,0.6424,13.4,95052.0,7.8,24.8,5.0,0.0,5.1,8.5,14.8,6.4,25.1
CA,6075,San Francisco County,6075023003,6075023003,0.4437,6.2,103472.0,6.2,22.0,12.6,2.84,70.3,7.3,8.2,6.1,21.3
CA,6075,San Francisco County,6075023102,6075023102,0.8998,29.5,46786.0,3.4,41.1,21.3,3.27,7.47,15.8,9.3,15.6,14.7
CA,6075,San Francisco County,6075023103,6075023103,0.8767,32.2,29799.0,11.2,48.9,20.8,16.73,82.1,11.6,19.8,18.6,3.0
CA,6075,San Francisco County,6075023200,6075023200,0.5868,7.3,122803.0,2.0,14.1,8.2,4.04,17.79,14.8,12.5,6.0,16.5
CA,6075,San Francisco County,6075023300,6075023300,0.8442,18.6,74844.0,6.2,26.8,19.3,5.04,24.19,16.6,5.5,7.5,25.6
CA,6075,San Francisco County,6075023400,6075023400,0.8425,23.5,78664.0,2.0,41.2,16.8,1.37,9.64,14.8,4.7,5.4,19.5
CA,6075,San Francisco County,6075025100,6075025100,0.206,11.9,131801.0,8.2,8.3,5.2,5.01,41.36,11.4,1.9,4.1,3.8
CA,6075,San Francisco County,6075025200,6075025200,0.1404,11.3,147868.0,2.0,24.4,23.2,2.42,100.0,9.5,0.2,10.0,5.0
CA,6075,San Francisco County,6075025300,6075025300,0.2457,6.2,168720.0,4.2,12.1,15.2,0.0,23.55,8.0,2.7,4.4,4.5
CA,6075,San Francisco County,6075025401,6075025401,0.3596,2.0,165278.0,2.3,19.9,8.5,8.71,64.37,10.2,4.6,7.0,5.0
CA,6075,San Francisco County,6075025402,6075025402,0.591,4.6,166094.0,4.9,21.0,5.9,8.67,75.76,11.1,12.7,1.1,12.0
CA,6075,San Francisco County,6075025403,6075025403,0.5333,7.2,166935.0,6.4,24.2,9.8,5.77,35.51,8.2,5.1,3.9,13.0
CA,6075,San Francisco County,6075025501,6075025501,0.4494,13.7,150438.0,3.8,9.4,2.0,2.88,43.94,6.2,7.1,3.0,29.3
CA,6075,San Francisco County,6075025502,6075025502,0.4924,11.9,161400.0,1.6,6.5,12.5,1.2,60.96,13.0,10.0,5.6,11.5
CA,6075,San Francisco County,6075025600,6075025600,0.6356,3.4,115739.0,8.2,21.1,14.2,5.75,36.94,10.4,3.2,3.6,23.0
CA,6075,San Francisco County,6075025701,6075025701,0.5044,10.3,118443.0,6.1,13.9,9.6,0.0,4.77,7.9,7.8,6.9,22.8
CA,6075,San Francisco County,6075025702,6075025702,0.5804,9.3,91513.0,1.8,26.2,16.0,2.74,84.91,12.0,3.3,11.2,32.2
CA,6075,San Francisco County,6075025800,6075025800,0.6738,7.8,87614.0,2.4,37.0,23.8,5.02,17.5,12.4,5.1,7.4,25.2
CA,6075,San Francisco County,6075025900,6075025900,0.4906,8.0,147944.0,4.8,17.6,10.4,9.07,43.95,12.0,6.1,10.5,12.0
CA,6075,San Francisco County,6075026001,6075026001,0.6379,12.0,114563.0,7.6,24.9,10.3,2.25,11.25,6.8,7.8,4.7,21.4
CA,6075,San Francisco County,6075026002,6075026002,0.5244,8.2,136324.0,4.8,15.2,5.2,0.0,5.53,15.8,5.8,11.8,18.8
CA,6075,San Francisco County,6075026003,6075026003,0.4569,8.4,98177.0,7.4,13.5,13.3,4.33,19.05,6.2,4.7,3.5,18.4
CA,6075,San Francisco County,6075026004,6075026004,0.3329,7.8,111089.0,1.8,14.9,15.8,0.0,95.98,7.7,3.3,4.7,16.7
CA,6075,San Francisco County,6075026100,6075026100,0.6927,10.2,116444.0,10.0,20.2,18.5,6.29,23.31,10.4,7.8,7.0,24.4
CA,6075,San Francisco County,6075026201,6075026201,0.5939,12.3,124250.0,5.5,13.7,6.4,2.52,88.94,12.5,2.5,6.2,22.4
CA,6075,San Francisco County,6075026202,6075026202,0.6333,3.5,138545.0,5.1,14.7,13.8,0.54,34.59,13.4,5.1,11.6,29.3
CA,6075,San Francisco County,6075026301,6075026301,0.8332,16.4,95458.0,7.1,25.6,18.6,3.27,75.51,16.3,18.2,8.7,23.6
CA,6075,San Francisco County,6075026302,6075026302,0.6973,9.5,93370.0,5.7,23.4,11.5,0.0,62.73,13.8,9.6,2.8,17.0
CA,6075,San Francisco County,6075026303,6075026303,0.3802,2.9,110074.0,1.4,16.3,1.9,7.37,1.94,8.2,4.1,2.8,18.3
CA,6075,San Francisco County,6075026401,6075026401,0.6423,13.3,94093.0,2.4,18.6,20.3,6.37,49.3,10.7,5.9,6.2,22.9
CA,6075,San Francisco County,6075026402,6075026402,0.4473,11.3,118182.0,4.8,18.2,7.2,5.53,78.19,8.6,5.7,9.2,17.6
CA,6075,San Francisco County,6075026403,6075026403,0.6851,7.5,92788.0,1.1,31.5,17.3,0.0,0.0,8.9,5.3,8.9,43.5
CA,6075,San Francisco County,6075026404,6075026404,0.5752,12.3,91463.0,5.4,25.8,16.5,7.15,69.68,7.1,6.2,5.7,24.9
CA,6075,San Francisco County,6075030101,6075030101,0.1654,8.8,144753.0,1.4,18.0,29.5,0.0,1.14,8.7,3.1,8.3,4.0
CA,6075,San Francisco County,6075030102,6075030102,0.176,11.6,209167.0,2.2,14.8,14.6,2.36,42.67,6.8,4.0,3.1,0.8
CA,6075,San Francisco County,6075030201,6075030201,0.5403,11.9,127009.0,1.9,30.7,26.1,0.0,21.88,5.2,2.2,6.3,12.2
CA,6075,San Francisco County,6075030202,6075030202,0.2446,4.2,153412.0,0.6,14.4,32.2,2.88,87.03,5.1,4.4,4.9,2.6
CA,6075,San Francisco County,6075030301,6075030301,0.1656,5.7,179107.0,3.1,14.9,12.3,2.09,30.95,6.3,5.1,3.4,6.4
CA,6075,San Francisco County,6075030302,6075030302,0.0957,6.2,194625.0,2.0,10.0,2.1,0.07,45.75,8.5,5.5,6.5,8.9
CA,6075,San Francisco County,6075030400,6075030400,0.0873,3.9,137418.0,0.3,10.6,7.1,0.39,6.34,9.1,3.5,6.4,6.5
CA,6075,San Francisco County,6075030500,6075030500,0.5055,9.5,174797.0,4.2,4.4,12.1,3.81,45.18,12.1,1.7,15.7,7.6
CA,6075,San Francisco County,6075030600,6075030600,0.0448,2.4,229297.0,1.3,7.0,3.7,1.68,23.95,5.9,3.7,1.0,1.6
CA,6075,San Francisco County,6075030700,6075030700,0.0302,3.8,183388.0,1.2,13.9,1.6,0.0,0.0,12.3,2.8,6.9,1.7
CA,6075,San Francisco County,6075030800,6075030800,0.2081,5.0,208750.0,1.4,7.2,13.3,0.0,26.04,9.7,1.6,3.2,5.2
CA,6075,San Francisco County,6075030900,6075030900,0.3042,5.2,178516.0,1.9,17.5,6.0,0.0,35.53,11.5,3.7,6.6,5.8
CA,6075,San Francisco County,6075031000,6075031000,0.4225,7.7,190000.0,1.8,14.2,11.4,6.96,9.85,13.3,5.4,6.2,6.5
CA,6075,San Francisco County,6075031100,6075031100,0.1728,2.7,188591.0,2.1,14.3,8.8,3.42,84.51,6.0,6.1,4.8,6.2
CA,6075,San Francisco County,6075031201,6075031201,0.6802,9.1,101800.0,4.9,20.0,27.5,2.85,96.73,11.8,6.6,8.0,25.0
CA,6075,San Francisco County,6075031202,6075031202,0.529,9.4,120667.0,8.2,15.6,16.8,5.74,72.47,9.2,3.5,4.9,24.6
CA,6075,San Francisco County,6075031301,6075031301,0.4351,12.9,128571.0,1.3,25.4,4.6,5.57,36.3,10.2,8.8,3.6,17.5
CA,6075,San Francisco County,6075031302,6075031302,0.4848,7.8,117014.0,5.5,16.8,8.5,6.16,75.19,7.6,5.3,2.4,18.5
CA,6075,San Francisco County,6075031401,6075031401,0.6957,10.4,97143.0,6.5,28.6,12.0,0.0,2.46,13.5,2.8,10.7,27.3
CA,6075,San Francisco County,6075031402,6075031402,0.4743,9.6,139643.0,3.7,17.3,16.8,6.61,100.0,10.7,3.2,7.5,23.6
CA,6075,San Francisco County,6075032601,6075032601,0.3792,10.8,145903.0,2.2,18.8,17.2,0.0,100.0,14.3,4.9,3.4,13.2
CA,6075,San Francisco County,6075032602,6075032602,0.4862,5.8,154609.0,3.6,20.5,8.1,0.0,70.97,14.9,7.0,3.2,11.9
CA,6075,San Francisco County,6075032700,6075032700,0.4152,8.2,145147.0,4.3,20.0,9.0,3.86,75.77,8.9,4.8,14.0,15.0
CA,6075,San Francisco County,6075032801,6075032801,0.6165,6.0,136250.0,3.8,19.1,6.7,6.18,36.75,11.2,9.6,4.2,19.1
CA,6075,San Francisco County,6075032802,6075032802,0.3773,10.4,110926.0,4.0,21.2,14.1,0.92,12.99,12.9,2.8,5.2,14.0
CA,6075,San Francisco County,6075032901,6075032901,0.374,4.6,154291.0,2.0,13.7,11.3,8.22,54.26,9.4,3.8,8.1,11.7
CA,6075,San Francisco County,6075032902,6075032902,0.3265,4.9,107582.0,1.3,15.6,7.8,5.47,47.65,5.9,10.3,9.9,26.1
CA,6075,San Francisco County,6075033001,6075033001,0.2625,9.4,148239.0,4.4,25.4,1.7,0.0,73.58,6.7,4.7,18.0,8.7
CA,6075,San Francisco County,6075033002,6075033002,0.2552,6.9,173281.0,1.7,9.5,9.3,0.48,85.27,11.9,4.1,2.4,10.9
CA,6075,San Francisco County,6075033100,6075033100,0.2103,4.4,165592.0,2.5,17.7,7.4,1.78,22.16,9.7,1.5,5.1,7.3
CA,6075,San Francisco County,6075033201,6075033201,0.5934,41.6,53906.0,4.0,46.1,32.2,5.79,0.21,6.9,20.6,23.8,2.9
CA,6075,San Francisco County,6075033203,6075033203,0.5617,22.9,62813.0,3.3,43.3,20.0,25.14,91.67,10.4,10.5,10.7,5.4
CA,6075,San Francisco County,6075033204,6075033204,0.6656,26.2,69769.0,4.0,42.1,30.6,5.64,12.51,17.9,9.7,4.8,10.0
CA,6075,San Francisco County,6075035101,6075035101,0.4228,14.6,98580.0,2.7,16.0,15.9,0.0,8.64,14.3,15.7,8.4,6.6
CA,6075,San Francisco County,6075035102,6075035102,0.2738,4.3,162721.0,0.8,11.3,8.7,4.07,100.0,7.4,2.6,3.3,14.2
CA,6075,San Francisco County,6075035201,6075035201,0.434,7.3,132277.0,5.5,14.3,10.0,0.59,3.34,10.3,9.9,8.2,11.5
CA,6075,San Francisco County,6075035202,6075035202,0.5764,3.9,100701.0,4.1,29.2,7.4,33.4,30.1,13.0,4.4,7.8,14.4
CA,6075,San Francisco County,6075035300,6075035300,0.3007,6.3,146620.0,1.1,19.3,11.5,0.42,4.4,8.6,1.9,7.7,13.4
CA,6075,San Francisco County,6075035400,6075035400,0.5043,8.0,139477.0,4.7,12.1,19.7,0.0,0.0,10.8,11.7,6.5,10.9
CA,6075,San Francisco County,6075040100,6075040100,0.3704,7.8,136429.0,2.9,18.8,19.6,0.0,70.62,5.7,5.7,3.6,9.7
CA,6075,San Francisco County,6075040200,6075040200,0.3482,4.3,184617.0,2.9,10.4,30.5,1.24,68.09,10.3,2.3,9.8,12.4
CA,6075,San Francisco County,6075042601,6075042601,0.3673,9.9,124324.0,6.3,18.3,29.3,6.61,3.09,7.0,5.0,5.1,7.5
CA,6075,San Francisco County,6075042602,6075042602,0.1462,4.4,155750.0,1.5,16.5,18.4,17.86,100.0,9.1,4.2,8.4,3.0
CA,6075,San Francisco County,6075042700,6075042700,0.5733,8.7,104414.0,3.3,30.4,17.2,6.59,56.56,11.2,5.4,10.8,10.6
CA,6075,San Francisco County,6075042800,6075042800,0.0541,3.3,250001.0,0.6,13.4,3.1,0.0,3.15,8.6,1.3,0.0,2.7
CA,6075,San Francisco County,6075045100,6075045100,0.2372,6.3,190389.0,1.4,13.4,19.7,2.19,16.18,13.4,2.7,5.7,6.3
CA,6075,San Francisco County,6075045201,6075045201,0.2957,2.9,139659.0,0.0,14.0,24.5,2.71,23.23,13.6,2.2,4.7,12.2
CA,6075,San Francisco County,6075045202,6075045202,0.1903,10.0,154375.0,4.3,18.4,25.6,4.62,3.38,8.8,7.5,8.5,3.5
CA,6075,San Francisco County,6075047600,6075047600,0.1887,2.6,169563.0,5.1,10.8,15.5,0.0,5.16,5.1,2.5,10.5,4.4
CA,6075,San Francisco County,6075047701,6075047701,0.3836,12.1,125658.0,2.7,26.6,25.1,0.0,55.75,9.3,10.4,8.4,7.6
CA,6075,San Francisco County,6075047702,6075047702,0.3322,9.2,114892.0,3.4,17.7,19.5,2.48,91.98,9.6,3.2,8.2,11.2
CA,6075,San Francisco County,6075047801,6075047801,0.2777,5.6,163178.0,2.8,16.0,16.4,8.52,57.35,9.1,1.7,5.5,12.4
CA,6075,San Francisco County,6075047802,6075047802,0.5457,8.2,125682.0,4.0,18.3,13.4,15.45,94.12,14.4,5.8,8.6,15.2
CA,6075,San Francisco County,6075047902,6075047902,0.3138,5.8,126944.0,3.1,24.2,14.3,7.7,74.54,9.8,6.1,6.8,8.6
CA,6075,San Francisco County,6075047903,6075047903,0.5153,16.1,147768.0,0.5,21.0,10.0,0.0,27.28,9.0,5.6,5.5,14.7
CA,6075,San Francisco County,6075047904,6075047904,0.5419,15.7,84880.0,2.8,22.7,36.0,3.23,100.0,18.7,6.7,6.6,5.5
CA,6075,San Francisco County,6075060100,6075060100,0.0978,2.4,236445.0,2.0,15.1,4.2,2.18,87.26,4.2,2.7,4.3,0.0
CA,6075,San Francisco County,6075060400,6075060400,0.4773,6.5,99556.0,0.7,26.4,15.4,33.34,100.0,9.3,8.1,10.4,5.8
CA,6075,San Francisco County,6075060502,6075060502,0.848,29.0,37891.0,3.3,41.8,26.0,37.72,100.0,14.2,10.6,9.3,18.2
CA,6075,San Francisco County,6075060701,6075060701,0.3654,4.4,222692.0,3.1,16.6,25.4,0.97,98.33,6.5,3.2,9.1,7.7
CA,6075,San Francisco County,6075060702,6075060702,0.51,14.3,141333.0,0.6,33.0,33.2,2.39,98.09,12.2,5.2,3.7,6.3
CA,6075,San Francisco County,6075060703,6075060703,0.3093,6.8,235371.0,0.9,16.1,29.2,0.22,1.47,5.6,3.6,13.9,8.6
CA,6075,San Francisco County,6075061000,6075061000,0.6042,6.5,107882.0,1.8,21.4,7.8,8.45,53.82,10.4,4.9,1.4,22.3
CA,6075,San Francisco County,6075061101,6075061101,0.9517,35.4,19531.0,7.4,53.0,67.6,3.73,49.37,23.4,4.2,26.4,46.3
CA,6075,San Francisco County,6075061102,6075061102,0.9604,30.9,27450.0,6.2,47.3,69.2,3.71,66.74,17.0,10.3,31.9,52.9
CA,6075,San Francisco County,6075061200,6075061200,0.609,7.8,107652.0,1.6,20.6,22.2,0.45,0.0,8.2,1.2,8.3,23.8
CA,6075,San Francisco County,6075061401,6075061401,0.3902,9.5,139038.0,3.9,24.8,27.7,0.0,64.29,9.9,10.6,4.9,3.6
CA,6075,San Francisco County,6075061402,6075061402,0.0347,2.0,174675.0,1.0,13.1,7.8,5.69,26.95,6.0,1.4,1.8,0.0
CA,6075,San Francisco County,6075061501,6075061501,0.1108,13.1,239147.0,0.6,24.5,30.3,5.39,66.76,0.1,2.7,0.0,0.3
CA,6075,San Francisco County,6075061502,6075061502,0.6233,14.2,93403.0,3.3,38.7,44.6,0.8,75.3,23.5,10.0,3.9,5.0
CA,6075,San Francisco County,6075061503,6075061503,0.3534,6.9,221781.0,6.6,10.2,49.9,1.82,4.4,9.8,8.5,0.0,5.9
CA,6075,San Francisco County,6075061504,6075061504,0.24,0.9,247063.0,0.0,7.9,19.8,6.25,100.0,2.9,8.5,1.6,0.0
CA,6075,San Francisco County,6075061505,6075061505,0.0135,0.8,250001.0,0.0,18.3,3.2,0.0,93.87,4.1,0.0,13.7,5.0
CA,6075,San Francisco County,6075061506,6075061506,0.0228,3.9,250001.0,3.5,4.2,21.1,0.6,59.03,2.0,4.8,0.7,0.8
CA,6075,San Francisco County,6075061507,6075061507,0.3077,3.2,118370.0,0.0,22.1,65.6,13.76,56.55,0.0,0.0,0.0,14.4
CA,6075,San Francisco County,6075061508,6075061508,0.3837,11.4,171915.0,4.5,12.4,35.0,1.67,70.63,19.1,1.0,0.0,2.4
CA,6075,San Francisco County,6075980200,6075980200,0.4999,10.0,90230.0,5.8,28.3,4.5,11.4,100.0,10.5,5.8,7.2,23.1
CA,6075,San Francisco County,6075980300,6075980300,0.008,0.0,90230.0,0.0,0.0,21.4,0.0,11.66,0.0,10.5,0.0,0.0
CA,6075,San Francisco County,6075980401,6075980401,0.4999,10.0,90230.0,5.8,28.3,4.5,0.0,44.29,10.5,5.8,7.2,6.0
CA,6075,San Francisco County,6075980501,6075980501,0.4999,82.9,12169.0,0.0,78.8,95.8,52.03,91.1,48.8,5.8,70.3,100.0
CA,6075,San Francisco County,6075980600,6075980600,0.4202,5.6,136250.0,6.5,21.5,11.2,22.21,97.94,6.9,4.0,6.3,15.6
CA,6075,San Francisco County,6075980900,6075980900,0.4604,18.7,90230.0,12.4,46.8,18.6,10.43,63.79,5.1,0.0,10.9,5.4
CA,6077,San Joaquin County,6077000101,6077000101,0.9882,39.0,31694.0,14.6,45.8,36.1,7.27,91.47,16.2,8.3,56.3,31.8
CA,6077,San Joaquin County,6077000102,6077000102,0.944,44.1,19233.0,12.9,51.6,51.3,1.27,20.36,29.4,5.1,43.8,19.5
CA,6077,San Joaquin County,6077000300,6077000300,0.9569,44.6,24223.0,8.5,59.9,29.6,37.05,100.0,17.1,10.0,34.1,15.4
CA,6077,San Joaquin County,6077000401,6077000401,0.7347,21.0,57500.0,6.0,38.2,7.0,14.4,100.0,14.4,10.9,9.5,4.2
CA,6077,San Joaquin County,6077000402,6077000402,0.9058,30.2,27872.0,4.0,62.4,33.3,40.11,95.06,20.7,2.2,31.8,4.8
CA,6077,San Joaquin County,6077000500,6077000500,0.9982,27.1,40278.0,13.5,47.4,21.2,0.0,97.02,27.1,7.7,30.3,33.0
CA,6077,San Joaquin County,6077000600,6077000600,0.9382,35.6,31853.0,21.2,55.3,8.1,3.02,29.08,18.6,8.5,53.6,24.5
CA,6077,San Joaquin County,6077000700,6077000700,0.9835,39.2,41793.0,19.2,39.0,16.5,0.0,10.26,16.8,12.3,23.7,25.7
CA,6077,San Joaquin County,6077000802,6077000802,0.7508,19.5,66481.0,16.4,41.0,6.1,4.38,97.84,12.1,10.8,10.8,24.7
CA,6077,San Joaquin County,6077000803,6077000803,0.6699,11.9,83602.0,13.5,30.7,1.9,5.02,42.05,9.6,2.5,9.3,12.2
CA,6077,San Joaquin County,6077000900,6077000900,0.8469,14.7,65417.0,10.3,36.1,2.9,0.0,44.73,15.1,7.7,17.9,10.4
CA,6077,San Joaquin County,6077001000,6077001000,0.5246,13.7,75092.0,6.3,32.5,6.0,0.0,69.01,11.6,7.3,13.8,5.6
CA,6077,San Joaquin County,6077001101,6077001101,0.4444,12.7,83600.0,2.1,27.9,4.8,5.43,93.27,19.5,7.0,13.7,4.3
CA,6077,San Joaquin County,6077001102,6077001102,0.6088,13.7,54539.0,3.2,47.9,10.9,4.03,62.11,13.4,5.7,12.3,11.6
CA,6077,San Joaquin County,6077001200,6077001200,0.2167,4.8,87672.0,1.7,26.8,3.3,0.68,48.0,9.0,5.5,4.2,1.4
CA,6077,San Joaquin County,6077001300,6077001300,0.553,10.0,70761.0,5.3,32.4,4.6,5.39,10.76,9.5,3.0,19.3,3.0
CA,6077,San Joaquin County,6077001400,6077001400,0.8939,19.5,57468.0,4.2,39.6,12.1,9.27,55.18,25.3,13.6,17.2,10.3
CA,6077,San Joaquin County,6077001501,6077001501,0.8279,10.4,91538.0,17.1,33.9,1.0,6.54,9.0,11.9,2.8,18.9,27.2
CA,6077,San Joaquin County,6077001502,6077001502,0.9303,22.2,55010.0,15.0,29.0,5.6,0.0,100.0,14.1,14.1,21.9,26.7
CA,6077,San Joaquin County,6077001600,6077001600,0.7762,28.2,54653.0,7.3,42.4,7.1,5.24,21.62,12.2,4.7,30.1,16.4
CA,6077,San Joaquin County,6077001700,6077001700,0.9009,25.7,51083.0,4.5,44.4,5.6,10.5,56.94,12.0,6.8,18.5,26.8
CA,6077,San Joaquin County,6077001800,6077001800,0.7592,18.3,62988.0,10.8,24.9,3.3,3.76,43.46,10.2,5.9,14.3,16.7
CA,6077,San Joaquin County,6077001900,6077001900,0.9371,18.7,57461.0,13.7,36.7,6.2,0.97,6.35,15.6,7.8,23.1,26.6
CA,6077,San Joaquin County,6077002000,6077002000,0.9376,27.2,55515.0,7.2,36.4,16.2,0.0,3.61,18.7,4.5,23.7,15.7
